utc_timestamp,load
2015-01-04 00:00:00+00:00,5685.072916666667
2015-01-11 00:00:00+00:00,6467.083333333333
2015-01-18 00:00:00+00:00,7540.803571428572
2015-01-25 00:00:00+00:00,6855.744047619048
2015-02-01 00:00:00+00:00,7115.559523809524
2015-02-08 00:00:00+00:00,7884.0
2015-02-15 00:00:00+00:00,7934.833333333333
2015-02-22 00:00:00+00:00,7673.934523809524
2015-03-01 00:00:00+00:00,7849.672619047619
2015-03-08 00:00:00+00:00,7694.1547619047615
2015-03-15 00:00:00+00:00,7574.0952380952385
2015-03-22 00:00:00+00:00,7360.208333333333
2015-03-29 00:00:00+00:00,6966.440476190476
2015-04-05 00:00:00+00:00,7006.107142857143
2015-04-12 00:00:00+00:00,6733.422619047619
2015-04-19 00:00:00+00:00,6543.476190476191
2015-04-26 00:00:00+00:00,6552.214285714285
2015-05-03 00:00:00+00:00,6424.297619047619
2015-05-10 00:00:00+00:00,6291.172619047619
2015-05-17 00:00:00+00:00,5417.785714285715
2015-05-24 00:00:00+00:00,6440.267857142857
2015-05-31 00:00:00+00:00,5953.732142857143
2015-06-07 00:00:00+00:00,6052.589285714285
2015-06-14 00:00:00+00:00,6314.208333333333
2015-06-21 00:00:00+00:00,6464.714285714285
2015-06-28 00:00:00+00:00,6369.857142857143
2015-07-05 00:00:00+00:00,6533.392857142857
2015-07-12 00:00:00+00:00,6565.369047619048
2015-07-19 00:00:00+00:00,6619.119047619048
2015-07-26 00:00:00+00:00,6543.136904761905
2015-08-02 00:00:00+00:00,5805.011904761905
2015-08-09 00:00:00+00:00,5913.9702380952385
2015-08-16 00:00:00+00:00,5981.267857142857
2015-08-23 00:00:00+00:00,6351.672619047619
2015-08-30 00:00:00+00:00,6450.130952380952
2015-09-06 00:00:00+00:00,6289.559523809524
2015-09-13 00:00:00+00:00,6264.928571428572
2015-09-20 00:00:00+00:00,6019.494047619048
2015-09-27 00:00:00+00:00,6097.476190476191
2015-10-04 00:00:00+00:00,6781.267857142857
2015-10-11 00:00:00+00:00,6838.761904761905
2015-10-18 00:00:00+00:00,6907.065476190476
2015-10-25 00:00:00+00:00,6935.071428571428
2015-11-01 00:00:00+00:00,6663.821428571428
2015-11-08 00:00:00+00:00,7041.25
2015-11-15 00:00:00+00:00,6994.047619047619
2015-11-22 00:00:00+00:00,7396.047619047619
2015-11-29 00:00:00+00:00,7337.339285714285
2015-12-06 00:00:00+00:00,7632.994047619048
2015-12-13 00:00:00+00:00,7617.958333333333
2015-12-20 00:00:00+00:00,7987.0297619047615
2015-12-27 00:00:00+00:00,6295.196428571428
2016-01-03 00:00:00+00:00,6424.916666666667
2016-01-10 00:00:00+00:00,7671.940476190476
2016-01-17 00:00:00+00:00,8151.434523809524
2016-01-24 00:00:00+00:00,8563.261904761905
2016-01-31 00:00:00+00:00,7891.297619047619
2016-02-07 00:00:00+00:00,7798.130952380952
2016-02-14 00:00:00+00:00,7763.9702380952385
2016-02-21 00:00:00+00:00,7913.767857142857
2016-02-28 00:00:00+00:00,7667.857142857143
2016-03-06 00:00:00+00:00,7809.5297619047615
2016-03-13 00:00:00+00:00,7790.577380952381
2016-03-20 00:00:00+00:00,7608.297619047619
2016-03-27 00:00:00+00:00,7367.839285714285
2016-04-03 00:00:00+00:00,6757.934523809524
2016-04-10 00:00:00+00:00,6930.898809523809
2016-04-17 00:00:00+00:00,6793.875
2016-04-24 00:00:00+00:00,6759.976190476191
2016-05-01 00:00:00+00:00,6999.291666666667
2016-05-08 00:00:00+00:00,6451.994047619048
2016-05-15 00:00:00+00:00,6706.6547619047615
2016-05-22 00:00:00+00:00,6412.910714285715
2016-05-29 00:00:00+00:00,6224.083333333333
2016-06-05 00:00:00+00:00,6622.928571428572
2016-06-12 00:00:00+00:00,6570.952380952381
2016-06-19 00:00:00+00:00,6588.398809523809
2016-06-26 00:00:00+00:00,6712.071428571428
2016-07-03 00:00:00+00:00,6638.035714285715
2016-07-10 00:00:00+00:00,6547.244047619048
2016-07-17 00:00:00+00:00,6647.083333333333
2016-07-24 00:00:00+00:00,6510.6547619047615
2016-07-31 00:00:00+00:00,6383.946428571428
2016-08-07 00:00:00+00:00,6205.684523809524
2016-08-14 00:00:00+00:00,6283.809523809524
2016-08-21 00:00:00+00:00,6262.738095238095
2016-08-28 00:00:00+00:00,6565.952380952381
2016-09-04 00:00:00+00:00,6712.928571428572
2016-09-11 00:00:00+00:00,6740.184523809524
2016-09-18 00:00:00+00:00,6816.214285714285
2016-09-25 00:00:00+00:00,6753.214285714285
2016-10-02 00:00:00+00:00,6778.940476190476
2016-10-09 00:00:00+00:00,7145.827380952381
2016-10-16 00:00:00+00:00,7294.928571428572
2016-10-23 00:00:00+00:00,7351.2797619047615
2016-10-30 00:00:00+00:00,6978.357142857143
2016-11-06 00:00:00+00:00,7152.863095238095
2016-11-13 00:00:00+00:00,8147.232142857143
2016-11-20 00:00:00+00:00,7935.744047619048
2016-11-27 00:00:00+00:00,7678.25
2016-12-04 00:00:00+00:00,8290.833333333334
2016-12-11 00:00:00+00:00,7950.113095238095
2016-12-18 00:00:00+00:00,8286.267857142857
2016-12-25 00:00:00+00:00,8027.083333333333
2017-01-01 00:00:00+00:00,7114.607142857143
2017-01-08 00:00:00+00:00,7998.8452380952385
2017-01-15 00:00:00+00:00,8615.339285714286
2017-01-22 00:00:00+00:00,8765.77380952381
2017-01-29 00:00:00+00:00,8795.720238095239
2017-02-05 00:00:00+00:00,8504.67857142857
2017-02-12 00:00:00+00:00,8319.910714285714
2017-02-19 00:00:00+00:00,8129.761904761905
2017-02-26 00:00:00+00:00,7865.809523809524
2017-03-05 00:00:00+00:00,7681.267857142857
2017-03-12 00:00:00+00:00,7652.309523809524
2017-03-19 00:00:00+00:00,7448.184523809524
2017-03-26 00:00:00+00:00,7205.6547619047615
2017-04-02 00:00:00+00:00,6937.113095238095
2017-04-09 00:00:00+00:00,7023.702380952381
2017-04-16 00:00:00+00:00,6842.946428571428
2017-04-23 00:00:00+00:00,6986.910714285715
2017-04-30 00:00:00+00:00,6982.625
2017-05-07 00:00:00+00:00,6590.047619047619
2017-05-14 00:00:00+00:00,6705.511904761905
2017-05-21 00:00:00+00:00,6598.678571428572
2017-05-28 00:00:00+00:00,6234.273809523809
2017-06-04 00:00:00+00:00,6611.065476190476
2017-06-11 00:00:00+00:00,6373.148809523809
2017-06-18 00:00:00+00:00,6400.863095238095
2017-06-25 00:00:00+00:00,6863.077380952381
2017-07-02 00:00:00+00:00,6858.083333333333
2017-07-09 00:00:00+00:00,6803.476190476191
2017-07-16 00:00:00+00:00,6663.482142857143
2017-07-23 00:00:00+00:00,6617.285714285715
2017-07-30 00:00:00+00:00,6405.702380952381
2017-08-06 00:00:00+00:00,6567.214285714285
2017-08-13 00:00:00+00:00,6384.398809523809
2017-08-20 00:00:00+00:00,6231.958333333333
2017-08-27 00:00:00+00:00,6563.994047619048
2017-09-03 00:00:00+00:00,6798.25
2017-09-10 00:00:00+00:00,6802.952380952381
2017-09-17 00:00:00+00:00,6988.017857142857
2017-09-24 00:00:00+00:00,7058.333333333333
2017-10-01 00:00:00+00:00,6958.9047619047615
2017-10-08 00:00:00+00:00,7044.041666666667
2017-10-15 00:00:00+00:00,6952.619047619048
2017-10-22 00:00:00+00:00,7028.648809523809
2017-10-29 00:00:00+00:00,7026.238095238095
2017-11-05 00:00:00+00:00,7192.964285714285
2017-11-12 00:00:00+00:00,7760.601190476191
2017-11-19 00:00:00+00:00,8172.476190476191
2017-11-26 00:00:00+00:00,8066.589285714285
2017-12-03 00:00:00+00:00,8568.380952380952
2017-12-10 00:00:00+00:00,8332.964285714286
2017-12-17 00:00:00+00:00,8323.845238095239
2017-12-24 00:00:00+00:00,8077.0297619047615
2017-12-31 00:00:00+00:00,6967.5297619047615
2018-01-07 00:00:00+00:00,7366.297619047619
2018-01-14 00:00:00+00:00,8056.642857142857
2018-01-21 00:00:00+00:00,8307.94642857143
2018-01-28 00:00:00+00:00,8190.803571428572
2018-02-04 00:00:00+00:00,8033.6547619047615
2018-02-11 00:00:00+00:00,8265.166666666666
2018-02-18 00:00:00+00:00,8264.42857142857
2018-02-25 00:00:00+00:00,8448.57142857143
2018-03-04 00:00:00+00:00,8894.910714285714
2018-03-11 00:00:00+00:00,8050.892857142857
2018-03-18 00:00:00+00:00,7848.178571428572
2018-03-25 00:00:00+00:00,8109.482142857143
2018-04-01 00:00:00+00:00,7607.553571428572
2018-04-08 00:00:00+00:00,6923.488095238095
2018-04-15 00:00:00+00:00,6828.351190476191
2018-04-22 00:00:00+00:00,6656.107142857143
2018-04-29 00:00:00+00:00,6636.214285714285
2018-05-06 00:00:00+00:00,6332.3452380952385
2018-05-13 00:00:00+00:00,6299.005952380952
2018-05-20 00:00:00+00:00,6719.7797619047615
2018-05-27 00:00:00+00:00,6518.666666666667
2018-06-03 00:00:00+00:00,6479.333333333333
2018-06-10 00:00:00+00:00,6821.976190476191
2018-06-17 00:00:00+00:00,6834.446428571428
2018-06-24 00:00:00+00:00,6837.488095238095
2018-07-01 00:00:00+00:00,6738.0952380952385
2018-07-08 00:00:00+00:00,6529.863095238095
2018-07-15 00:00:00+00:00,6465.940476190476
2018-07-22 00:00:00+00:00,6436.857142857143
2018-07-29 00:00:00+00:00,6383.833333333333
2018-08-05 00:00:00+00:00,6639.886904761905
2018-08-12 00:00:00+00:00,6617.1547619047615
2018-08-19 00:00:00+00:00,6385.869047619048
2018-08-26 00:00:00+00:00,6928.994047619048
2018-09-02 00:00:00+00:00,6830.261904761905
2018-09-09 00:00:00+00:00,6825.672619047619
2018-09-16 00:00:00+00:00,6945.4702380952385
2018-09-23 00:00:00+00:00,6990.6547619047615
2018-09-30 00:00:00+00:00,6981.630952380952
2018-10-07 00:00:00+00:00,7092.053571428572
2018-10-14 00:00:00+00:00,7033.297619047619
2018-10-21 00:00:00+00:00,7159.482142857143
2018-10-28 00:00:00+00:00,7109.511904761905
2018-11-04 00:00:00+00:00,6911.0297619047615
2018-11-11 00:00:00+00:00,7295.875
2018-11-18 00:00:00+00:00,7679.821428571428
2018-11-25 00:00:00+00:00,8174.041666666667
2018-12-02 00:00:00+00:00,8534.154761904761
2018-12-09 00:00:00+00:00,8051.065476190476
2018-12-16 00:00:00+00:00,8761.761904761905
2018-12-23 00:00:00+00:00,8199.238095238095
2018-12-30 00:00:00+00:00,6856.017857142857
2019-01-06 00:00:00+00:00,7443.071428571428
2019-01-13 00:00:00+00:00,8394.345238095239
2019-01-20 00:00:00+00:00,8355.94642857143
2019-01-27 00:00:00+00:00,8704.291666666666
2019-02-03 00:00:00+00:00,8384.416666666666
2019-02-10 00:00:00+00:00,8279.964285714286
2019-02-17 00:00:00+00:00,8080.285714285715
2019-02-24 00:00:00+00:00,7919.571428571428
2019-03-03 00:00:00+00:00,7700.613095238095
2019-03-10 00:00:00+00:00,7632.690476190476
2019-03-17 00:00:00+00:00,7781.321428571428
2019-03-24 00:00:00+00:00,7459.75
2019-03-31 00:00:00+00:00,7324.755952380952
2019-04-07 00:00:00+00:00,6927.9702380952385
2019-04-14 00:00:00+00:00,6934.922619047619
2019-04-21 00:00:00+00:00,6672.113095238095
2019-04-28 00:00:00+00:00,6435.785714285715
2019-05-05 00:00:00+00:00,6706.6547619047615
2019-05-12 00:00:00+00:00,6979.148809523809
2019-05-19 00:00:00+00:00,7020.755952380952
2019-05-26 00:00:00+00:00,6848.565476190476
2019-06-02 00:00:00+00:00,6492.648809523809
2019-06-09 00:00:00+00:00,6636.559523809524
2019-06-16 00:00:00+00:00,6643.238095238095
2019-06-23 00:00:00+00:00,6504.952380952381
2019-06-30 00:00:00+00:00,6876.589285714285
2019-07-07 00:00:00+00:00,6823.059523809524
2019-07-14 00:00:00+00:00,6574.196428571428
2019-07-21 00:00:00+00:00,6530.6547619047615
2019-07-28 00:00:00+00:00,6710.791666666667
2019-08-04 00:00:00+00:00,6383.577380952381
2019-08-11 00:00:00+00:00,6383.351190476191
2019-08-18 00:00:00+00:00,6154.732142857143
2019-08-25 00:00:00+00:00,6801.607142857143
2019-09-01 00:00:00+00:00,6849.803571428572
2019-09-08 00:00:00+00:00,6754.386904761905
2019-09-15 00:00:00+00:00,6664.184523809524
2019-09-22 00:00:00+00:00,6676.613095238095
2019-09-29 00:00:00+00:00,6909.708333333333
2019-10-06 00:00:00+00:00,6963.482142857143
2019-10-13 00:00:00+00:00,7040.982142857143
2019-10-20 00:00:00+00:00,6957.714285714285
2019-10-27 00:00:00+00:00,6892.619047619048
2019-11-03 00:00:00+00:00,7119.755952380952
2019-11-10 00:00:00+00:00,7459.023809523809
2019-11-17 00:00:00+00:00,7844.601190476191
2019-11-24 00:00:00+00:00,7648.452380952381
2019-12-01 00:00:00+00:00,7876.351190476191
2019-12-08 00:00:00+00:00,8378.14880952381
2019-12-15 00:00:00+00:00,8528.892857142857
2019-12-22 00:00:00+00:00,7696.636904761905
2019-12-29 00:00:00+00:00,6698.291666666667
2020-01-05 00:00:00+00:00,7002.5952380952385
2020-01-12 00:00:00+00:00,7829.083333333333
2020-01-19 00:00:00+00:00,8377.244047619048
2020-01-26 00:00:00+00:00,8347.964285714286
2020-02-02 00:00:00+00:00,7959.166666666667
2020-02-09 00:00:00+00:00,8002.0
2020-02-16 00:00:00+00:00,7889.083333333333
2020-02-23 00:00:00+00:00,7755.178571428572
2020-03-01 00:00:00+00:00,7833.291666666667
2020-03-08 00:00:00+00:00,7730.190476190476
2020-03-15 00:00:00+00:00,7509.6547619047615
2020-03-22 00:00:00+00:00,6709.148809523809
2020-03-29 00:00:00+00:00,6737.553571428572
2020-04-05 00:00:00+00:00,6519.035714285715
2020-04-12 00:00:00+00:00,5849.482142857143
2020-04-19 00:00:00+00:00,5835.071428571428
2020-04-26 00:00:00+00:00,6022.011904761905
2020-05-03 00:00:00+00:00,5902.369047619048
2020-05-10 00:00:00+00:00,6097.857142857143
2020-05-17 00:00:00+00:00,6323.25
2020-05-24 00:00:00+00:00,5943.053571428572
2020-05-31 00:00:00+00:00,6394.333333333333
2020-06-07 00:00:00+00:00,6048.607142857143
2020-06-14 00:00:00+00:00,6014.363095238095
2020-06-21 00:00:00+00:00,6404.101190476191
2020-06-28 00:00:00+00:00,6386.232142857143
2020-07-05 00:00:00+00:00,6519.898809523809
2020-07-12 00:00:00+00:00,6444.053571428572
2020-07-19 00:00:00+00:00,6378.083333333333
2020-07-26 00:00:00+00:00,6457.2797619047615
2020-08-02 00:00:00+00:00,6206.261904761905
2020-08-09 00:00:00+00:00,6098.869047619048
2020-08-16 00:00:00+00:00,6113.601190476191
2020-08-23 00:00:00+00:00,6223.422619047619
2020-08-30 00:00:00+00:00,6245.761904761905
2020-09-06 00:00:00+00:00,6313.517857142857
2020-09-13 00:00:00+00:00,6305.922619047619
2020-09-20 00:00:00+00:00,6395.476190476191
2020-09-27 00:00:00+00:00,6487.702380952381
2020-10-04 00:00:00+00:00,6966.444444444444
